ticket_id,customer_id,category,subcategory,description,created_at,sla_due_at,status,assigned_to,resolution_notes
11200,1358,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-01-13 23:00:00,2026-01-16 23:00:00,Closed,Billing Desk,Resolved after investigation.
11201,1145,Roaming,Billing Query,Billing Query issue reported by customer.,2026-04-20 09:00:00,2026-04-21 09:00:00,Open,Network Ops,
11202,2182,Network,No Signal,No Signal issue reported by customer.,2026-04-25 01:00:00,2026-04-27 01:00:00,Open,Team C,
11203,1705,KYC,,KYC issue reported by customer.,2026-03-14 01:00:00,2026-03-15 01:00:00,Open,Billing Desk,
11204,2263,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-01-25 20:00:00,2026-01-28 20:00:00,Open,Team A,
11205,1712,Network,Call Drop,,2025-11-22 02:00:00,2025-11-25 02:00:00,Closed,Billing Desk,Resolved after investigation.
11206,2487,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-01-25 03:00:00,2026-01-26 03:00:00,Open,Billing Desk,
11207,1724,Roaming,Billing Query,Billing Query issue reported by customer.,2025-12-14 22:00:00,2025-12-15 22:00:00,Closed,Team A,Resolved after investigation.
11208,2169,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-06-02 06:00:00,2026-06-03 06:00:00,Closed,Team B,Resolved after investigation.
11209,2753,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-04-20 18:00:00,2026-04-23 18:00:00,Closed,KYC Cell,
11210,2315,Network,Call Drop,Call Drop issue reported by customer.,2026-05-04 18:00:00,2026-05-06 18:00:00,Open,Team C,
11211,1675,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-08-08 07:00:00,2026-08-11 07:00:00,Closed,Team A,Resolved after investigation.
11212,2723,KYC,,KYC issue reported by customer.,2026-05-31 22:00:00,2026-06-02 22:00:00,Closed,Team B,Resolved after investigation.
11213,2110,Roaming,Billing Query,Billing Query issue reported by customer.,2026-01-29 09:00:00,2026-02-01 09:00:00,Closed,Team A,
11214,1181,Recharge,,,2026-05-14 15:00:00,2026-05-17 15:00:00,InProgress,Team B,
11215,1250,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-04-28 17:00:00,2026-05-01 17:00:00,Closed,Team C,Resolved after investigation.
11216,1038,Network,No Signal,No Signal issue reported by customer.,2025-12-24 03:00:00,2025-12-26 03:00:00,Closed,Team A,Resolved after investigation.
11217,1676,KYC,Verification Pending,,2026-07-23 17:00:00,2026-07-24 17:00:00,Open,Network Ops,
11218,1058,Roaming,Billing Query,Billing Query issue reported by customer.,2025-12-31 22:00:00,2026-01-02 22:00:00,Open,KYC Cell,
11219,2290,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-10-29 10:00:00,2025-10-30 10:00:00,InProgress,,
11220,2377,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-01-18 09:00:00,2026-01-20 09:00:00,Closed,Team B,Resolved after investigation.
11221,1536,SIM,Activation Delay,Activation Delay issue reported by customer.,2025-11-19 13:00:00,2025-11-20 13:00:00,Closed,Team C,
11222,2343,Roaming,Activation Issue,,2026-07-31 19:00:00,2026-08-01 19:00:00,Open,Team A,
11223,1245,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-04-27 08:00:00,2026-04-28 08:00:00,InProgress,Team C,
11224,2504,Network,Slow Data,Slow Data issue reported by customer.,2025-12-19 17:00:00,2025-12-21 17:00:00,InProgress,Team A,
11225,2449,Roaming,Billing Query,Billing Query issue reported by customer.,2026-06-21 17:00:00,2026-06-23 17:00:00,Open,Network Ops,
11226,1183,Network,Call Drop,Call Drop issue reported by customer.,2025-11-02 23:00:00,2025-11-03 23:00:00,InProgress,Team A,
11227,1872,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-11-03 17:00:00,2025-11-06 17:00:00,InProgress,Team C,
11228,2767,Network,No Signal,No Signal issue reported by customer.,2026-07-30 23:00:00,2026-08-02 23:00:00,Closed,,Resolved after investigation.
11229,1653,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-10-31 05:00:00,2025-11-02 05:00:00,Closed,,
11230,2664,Network,Slow Data,Slow Data issue reported by customer.,2026-03-31 10:00:00,2026-04-02 10:00:00,Open,Billing Desk,
11231,1631,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-04-07 03:00:00,2026-04-08 03:00:00,Closed,Network Ops,Resolved after investigation.
11232,1321,Network,No Signal,No Signal issue reported by customer.,2025-09-02 23:00:00,2025-09-04 23:00:00,Open,Team C,
11233,2774,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-01-17 02:00:00,2026-01-20 02:00:00,Closed,Team B,Resolved after investigation.
11234,2447,Roaming,,Roaming issue reported by customer.,2026-01-10 15:00:00,2026-01-13 15:00:00,Closed,Team B,Resolved after investigation.
11235,1698,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2025-12-16 06:00:00,2025-12-19 06:00:00,Open,Network Ops,
11236,1373,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-10-29 03:00:00,2025-11-01 03:00:00,InProgress,Network Ops,
11237,2796,Billing,GST Query,GST Query issue reported by customer.,2025-10-22 00:00:00,2025-10-25 00:00:00,Closed,Team C,Resolved after investigation.
11238,1789,Network,No Signal,No Signal issue reported by customer.,2026-08-05 21:00:00,2026-08-06 21:00:00,Closed,Team C,Resolved after investigation.
11239,2200,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-08-28 09:00:00,2025-08-29 09:00:00,Closed,Team B,Resolved after investigation.
11240,2751,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-02-02 09:00:00,2026-02-05 09:00:00,Closed,Billing Desk,Resolved after investigation.
11241,1131,Network,,Network issue reported by customer.,2026-05-24 07:00:00,2026-05-25 07:00:00,Closed,Billing Desk,Resolved after investigation.
11242,1411,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-10-30 03:00:00,2025-10-31 03:00:00,InProgress,Network Ops,
11243,1736,Network,No Signal,No Signal issue reported by customer.,2025-11-08 03:00:00,2025-11-09 03:00:00,Open,Team A,
11244,2596,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-07-28 00:00:00,2026-07-29 00:00:00,Closed,KYC Cell,Resolved after investigation.
11245,1244,Network,Call Drop,Call Drop issue reported by customer.,2026-01-06 12:00:00,2026-01-07 12:00:00,Open,,
11246,1239,Network,No Signal,No Signal issue reported by customer.,2026-05-10 13:00:00,2026-05-12 13:00:00,Open,Network Ops,
11247,2552,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-09-14 06:00:00,2025-09-15 06:00:00,Closed,Network Ops,Resolved after investigation.
11248,1361,KYC,Document Rejected,,2026-04-17 04:00:00,2026-04-19 04:00:00,Closed,Team A,Resolved after investigation.
11249,1279,Network,Call Drop,Call Drop issue reported by customer.,2025-12-27 00:00:00,2025-12-29 00:00:00,Closed,Network Ops,Resolved after investigation.
11250,1796,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-04-29 06:00:00,2026-05-01 06:00:00,Closed,Billing Desk,Resolved after investigation.
11251,2762,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-04-08 19:00:00,2026-04-11 19:00:00,Open,Team A,
11252,1961,SIM,,SIM issue reported by customer.,2026-05-26 11:00:00,2026-05-27 11:00:00,Open,Billing Desk,
11253,1299,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-10-05 08:00:00,2025-10-07 08:00:00,InProgress,KYC Cell,
11254,1056,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-02-11 08:00:00,2026-02-13 08:00:00,Closed,Team C,Resolved after investigation.
11255,2582,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-05-03 14:00:00,2026-05-05 14:00:00,Closed,,Resolved after investigation.
11256,2326,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-07-25 17:00:00,2026-07-28 17:00:00,InProgress,Billing Desk,
11257,2101,Billing,High Bill,High Bill issue reported by customer.,2026-07-19 09:00:00,2026-07-21 09:00:00,Closed,Team C,Resolved after investigation.
11258,2194,Network,No Signal,No Signal issue reported by customer.,2025-11-21 05:00:00,2025-11-22 05:00:00,Open,Billing Desk,
11259,1551,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-08-08 20:00:00,2025-08-11 20:00:00,Closed,Team C,Resolved after investigation.
11260,2703,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-01-28 20:00:00,2026-01-31 20:00:00,Open,KYC Cell,
11261,1677,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-02-18 23:00:00,2026-02-19 23:00:00,InProgress,Billing Desk,
11262,2807,KYC,Verification Pending,Verification Pending issue reported by customer.,2025-11-05 22:00:00,2025-11-08 22:00:00,Closed,Network Ops,Resolved after investigation.
11263,1458,Billing,GST Query,GST Query issue reported by customer.,2026-02-06 09:00:00,2026-02-09 09:00:00,Open,Team A,
11264,2063,Roaming,Activation Issue,Activation Issue issue reported by customer.,2025-11-07 13:00:00,2025-11-09 13:00:00,Closed,Billing Desk,
11265,2445,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-07-13 23:00:00,2026-07-15 23:00:00,Open,,
11266,2777,Billing,High Bill,High Bill issue reported by customer.,2026-01-01 21:00:00,2026-01-04 21:00:00,Closed,,Resolved after investigation.
11267,1562,Network,Slow Data,Slow Data issue reported by customer.,2026-01-10 20:00:00,2026-01-13 20:00:00,InProgress,Team A,
11268,1630,Roaming,Billing Query,Billing Query issue reported by customer.,2026-07-22 20:00:00,2026-07-25 20:00:00,Closed,Team B,Resolved after investigation.
11269,1605,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-01-12 22:00:00,2026-01-14 22:00:00,Closed,Team C,Resolved after investigation.
11270,2282,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-12-16 02:00:00,2025-12-18 02:00:00,InProgress,Billing Desk,
11271,1340,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-02-13 17:00:00,2026-02-14 17:00:00,Open,KYC Cell,
11272,2139,Roaming,Activation Issue,Activation Issue issue reported by customer.,2026-03-16 09:00:00,2026-03-17 09:00:00,Open,Network Ops,
11273,2102,Network,Call Drop,Call Drop issue reported by customer.,2026-05-04 19:00:00,2026-05-07 19:00:00,Open,Billing Desk,
11274,2438,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2025-09-04 11:00:00,2025-09-05 11:00:00,Open,Team A,
11275,1038,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-12-16 05:00:00,2025-12-17 05:00:00,Closed,KYC Cell,Resolved after investigation.
11276,2046,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-03-04 16:00:00,2026-03-07 16:00:00,Closed,Team A,Resolved after investigation.
11277,1533,Network,No Signal,No Signal issue reported by customer.,2025-11-17 15:00:00,2025-11-19 15:00:00,Open,Network Ops,
11278,2582,KYC,Document Rejected,Document Rejected issue reported by customer.,2025-11-04 12:00:00,2025-11-07 12:00:00,Closed,Team C,Resolved after investigation.
11279,1330,Recharge,Amount Deducted,,2025-10-17 11:00:00,2025-10-18 11:00:00,Closed,KYC Cell,Resolved after investigation.
11280,1648,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-03-28 17:00:00,2026-03-29 17:00:00,Closed,Team A,Resolved after investigation.
11281,2195,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2026-05-14 16:00:00,2026-05-15 16:00:00,Closed,Team B,Resolved after investigation.
11282,1825,Network,Slow Data,Slow Data issue reported by customer.,2026-02-07 22:00:00,2026-02-09 22:00:00,Closed,Team C,Resolved after investigation.
11283,1096,Network,Slow Data,Slow Data issue reported by customer.,2025-08-29 08:00:00,2025-08-30 08:00:00,Closed,Team B,Resolved after investigation.
11284,1389,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-06-06 13:00:00,2026-06-07 13:00:00,Closed,Team A,
11285,1749,Network,Call Drop,Call Drop issue reported by customer.,2026-07-01 17:00:00,2026-07-02 17:00:00,Closed,Team C,Resolved after investigation.
11286,2662,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-10-03 11:00:00,2025-10-05 11:00:00,Open,Team B,
11287,1381,Billing,GST Query,,2025-10-28 20:00:00,2025-10-31 20:00:00,Closed,Team C,Resolved after investigation.
11288,2145,Roaming,Billing Query,Billing Query issue reported by customer.,2025-11-17 14:00:00,2025-11-18 14:00:00,Closed,Team C,Resolved after investigation.
11289,1968,Network,Slow Data,Slow Data issue reported by customer.,2026-03-19 22:00:00,2026-03-22 22:00:00,Closed,Network Ops,Resolved after investigation.
11290,2557,Billing,High Bill,High Bill issue reported by customer.,2026-02-03 08:00:00,2026-02-05 08:00:00,InProgress,Network Ops,
11291,1944,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-04-05 13:00:00,2026-04-08 13:00:00,InProgress,KYC Cell,
11292,1824,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2025-10-02 11:00:00,2025-10-04 11:00:00,InProgress,Team A,
11293,1663,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-05-03 13:00:00,2026-05-04 13:00:00,Closed,Team C,Resolved after investigation.
11294,1880,Billing,GST Query,GST Query issue reported by customer.,2026-07-14 21:00:00,2026-07-16 21:00:00,InProgress,Network Ops,
11295,1720,Roaming,Billing Query,Billing Query issue reported by customer.,2026-02-28 20:00:00,2026-03-03 20:00:00,Closed,Team B,Resolved after investigation.
11296,2212,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-02-25 11:00:00,2026-02-26 11:00:00,Closed,KYC Cell,Resolved after investigation.
11297,1090,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2026-02-09 11:00:00,2026-02-10 11:00:00,InProgress,,
11298,2553,Roaming,Billing Query,Billing Query issue reported by customer.,2026-07-08 06:00:00,2026-07-10 06:00:00,Open,KYC Cell,
11299,1259,Network,No Signal,,2026-07-01 14:00:00,2026-07-03 14:00:00,Open,Billing Desk,
11300,2494,Billing,GST Query,GST Query issue reported by customer.,2026-05-12 18:00:00,2026-05-15 18:00:00,Closed,Team A,Resolved after investigation.
11301,1234,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-07-29 21:00:00,2026-08-01 21:00:00,Open,Network Ops,
11302,1677,SIM,SIM Not Working,SIM Not Working issue reported by customer.,2025-11-24 04:00:00,2025-11-26 04:00:00,Open,Team B,
11303,1505,Network,No Signal,No Signal issue reported by customer.,2025-11-21 05:00:00,2025-11-24 05:00:00,InProgress,Team C,
11304,1176,Billing,GST Query,GST Query issue reported by customer.,2025-09-13 13:00:00,2025-09-15 13:00:00,Open,KYC Cell,
11305,1549,Recharge,Recharge Failed,Recharge Failed issue reported by customer.,2026-05-08 06:00:00,2026-05-11 06:00:00,Closed,,Resolved after investigation.
11306,1022,Roaming,Billing Query,Billing Query issue reported by customer.,2025-11-16 10:00:00,2025-11-19 10:00:00,Closed,Billing Desk,Resolved after investigation.
11307,2188,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-12-17 17:00:00,2025-12-20 17:00:00,InProgress,Team C,
11308,1763,Network,Call Drop,Call Drop issue reported by customer.,2026-02-23 19:00:00,2026-02-24 19:00:00,Closed,Team A,Resolved after investigation.
11309,2504,Billing,Late Fee Dispute,Late Fee Dispute issue reported by customer.,2026-07-21 01:00:00,2026-07-24 01:00:00,Closed,Team C,Resolved after investigation.
11310,1290,SIM,Replacement Request,Replacement Request issue reported by customer.,2025-09-07 07:00:00,2025-09-10 07:00:00,Closed,Team C,Resolved after investigation.
11311,1327,SIM,Activation Delay,Activation Delay issue reported by customer.,2026-05-05 15:00:00,2026-05-08 15:00:00,Closed,Team C,Resolved after investigation.
11312,2671,KYC,Document Rejected,Document Rejected issue reported by customer.,2026-06-15 05:00:00,2026-06-18 05:00:00,Closed,,
11313,1431,SIM,SIM Not Working,,2026-03-12 04:00:00,2026-03-14 04:00:00,Closed,Network Ops,Resolved after investigation.
11314,2116,Roaming,Billing Query,Billing Query issue reported by customer.,2025-10-14 23:00:00,2025-10-17 23:00:00,Open,Team C,
11315,1160,Recharge,Amount Deducted,Amount Deducted issue reported by customer.,2025-08-20 19:00:00,2025-08-21 19:00:00,InProgress,Billing Desk,
11316,2729,SIM,Replacement Request,Replacement Request issue reported by customer.,2026-05-09 03:00:00,2026-05-10 03:00:00,Open,Billing Desk,
11317,1292,KYC,Document Rejected,,2025-08-18 23:00:00,2025-08-20 23:00:00,Closed,Team C,Resolved after investigation.
11318,1966,SIM,Replacement Request,,2026-06-15 18:00:00,2026-06-18 18:00:00,Open,Team C,
11319,2139,Network,Call Drop,Call Drop issue reported by customer.,2026-01-12 23:00:00,2026-01-13 23:00:00,Closed,Team A,Resolved after investigation.
11320,2078,KYC,Verification Pending,Verification Pending issue reported by customer.,2026-02-09 23:00:00,2026-02-11 23:00:00,Open,KYC Cell,
